,num__int.rate,num__installment,num__log.annual.inc,num__loan_income_ratio,num__dti,num__days.with.cr.line,num__revol.bal,num__revol.util,num__fico,num__inq.last.6mths,num__delinq.2yrs,num__pub.rec,num__credit.policy,cat__purpose_all_other,cat__purpose_credit_card,cat__purpose_debt_consolidation,cat__purpose_educational,cat__purpose_home_improvement,cat__purpose_major_purchase,cat__purpose_small_business
92,-1.325906017335327,0.3140757554651243,1.6059348277181218,-0.8470692969750678,-1.1397790013469074,3.49856449254895,1.2719614787265716,-0.26851204348886876,1.483643416095869,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9002,-0.01486796848173869,2.3176380751678236,2.0745245200676643,-0.45298389294294256,0.7781456621770835,0.8552309724138482,9.501685719439484,1.6665850754040377,0.2919521021236971,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,-2.050649419934636,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3245,-1.094326646882556,-0.843169578703651,0.9681847953453661,-1.1597116091547923,-0.8397847107729193,0.5809119629864187,-0.4295129456861873,-1.4468479676718708,0.689182540114421,-0.7231622452071265,1.5816524222420916,-0.2367160560995698,0.4876503951767019,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9070,0.22044655310736636,0.08421723823684904,-0.15115739310667325,0.2576268474199625,1.0737711038592175,-0.7236025916479345,-0.18568989836556177,0.26709519477613225,-0.23768848186393476,1.5849561930070712,-0.29982884762577144,-0.2367160560995698,-2.050649419934636,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6553,-1.9422059548306034,-0.41911941418816223,-0.2498986744856889,-0.2255033508513251,-1.7150107721077095,0.24524370782889537,-0.4654411727569813,-0.5173102444893855,0.027131810129881168,-0.7231622452071265,-0.29982884762577144,3.557673947739141,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2311,0.22044655310736636,-1.2930541246899627,0.7739366019143187,-1.3946191364497207,0.6834872695202429,1.094448179089876,0.2864081423138822,1.124066776000134,-0.5025087738577507,-0.2615385575642869,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4391,0.6238428758315474,-0.219818728774256,-0.641886460931026,0.43458184791184035,-0.9825004412401563,-0.48438538497190686,-0.42570409882899873,-0.7868416289066116,1.6160535620927767,0.20008513007855266,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5092,0.23165200651637222,0.6523326382304915,0.5305575497741662,0.05664861617103282,0.4737825227112416,1.5967877006706166,-0.08290788168202456,0.3742166424291325,-0.23768848186393476,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8543,-1.0457696821102012,-0.4561358413702372,0.9455406757072194,-0.9343006948362272,-0.7320197714405159,-0.00595097161985147,0.4256015979829313,1.2519214070698435,0.15954195612678915,2.96982725593559,-0.29982884762577144,-0.2367160560995698,-2.050649419934636,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5511,0.6238428758315474,-0.6311444964459066,0.5853537748927614,-0.906464258935734,1.2893009825240243,0.8193483914124441,1.2935354695072145,1.3002988350421663,-0.8997392118484746,-0.2615385575642869,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1253,-0.9523909037018258,-1.3502657120143418,-1.8466833134958183,-0.9615383312692368,-0.8004650707462316,-1.0704675413281746,-0.4339471256094815,-0.6797201812536114,0.027131810129881168,-0.2615385575642869,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7996,-0.6199624525680103,0.03250027682230935,-0.15115739310667325,0.19999217089542062,-1.7601555439902028,-1.6657030782877145,-0.4680846261727913,-0.09919104558573945,-0.6349189198546586,1.1233325053642318,-0.29982884762577144,-0.2367160560995698,-2.050649419934636,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4584,-0.2875340014341944,1.483081517019871,-0.8115515451175755,3.4988925632669416,0.7009626650876598,0.0905333017394797,0.22273786649222196,-0.375633491141869,1.086412978105145,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
626,-0.3398261173428844,0.0496107346994404,-1.0932469987364168,1.603143117153139,-1.0567708724016776,-0.7355468395428183,-0.3958586570375955,0.24981754192887412,-0.6349189198546586,0.20008513007855266,-0.29982884762577144,3.557673947739141,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7251,0.32129563378841186,1.066212924965488,0.18782976422803105,0.8070634505553639,1.2135742683985518,0.01798736148666908,-0.024012876546988873,0.802702433041133,-0.1052783358670268,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7653,0.7358974099215978,-0.5446282376023851,-0.11953052124284859,-0.4644231859391677,0.44028801454035943,-0.029856079848536457,-0.0958409064582993,1.6009299945844573,-0.8997392118484746,0.20008513007855266,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5412,0.6238428758315474,-1.2070198505753746,-0.17522237000770388,-1.1759009313691495,-1.6087021157392574,-1.1900761446661885,-0.42732427995481775,-1.1220280941434189,1.2188231241020528,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6736,-0.02607342189074352,-1.0546162792866753,-1.550454011476582,-0.28114726781287425,-1.5955955690636947,-0.5920165155372017,-0.48704358776790174,-1.581613659880484,0.4243622481206051,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6321,0.23165200651637222,-0.17441576730874242,-0.7643386002178736,0.6631214393016468,1.2718255869566075,-0.9504602426457008,-0.2595928970871316,0.9996676754998753,-0.6349189198546586,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5073,1.2700240224175043,-0.6929349386951515,-0.18341057771838074,-0.5896576827558287,-0.6533804913871403,-1.2973418047648586,0.08354441082317283,0.13578503313697055,-1.1645595038422905,0.6617088177213922,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1120,0.10465686788098139,0.39953164790499274,0.281167579363626,0.1061301421405609,0.6893124013760483,-0.13790251819720897,0.081071502789028,0.9063683501246815,-0.37009862786084274,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9258,0.6238428758315474,-0.5488697032169978,-1.5963368309078743,1.1238351311793484,-0.7320197714405159,-1.1900761446661885,-0.38079381499050624,-0.1544795346969654,-0.1052783358670268,1.1233325053642318,-0.29982884762577144,-0.2367160560995698,-2.050649419934636,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5365,0.8815683042386637,-1.2037423544186285,-1.3788499279112891,-0.7609975772011456,0.32524166038819885,-1.2857796397755172,-0.48067656018573574,1.3866870992784568,-0.5025087738577507,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3518,-1.094326646882556,-0.7661966174930082,-1.802781438188154,0.817238197814708,0.9485307689593973,1.6207260337771368,-0.17270002512873198,-1.2602493169214835,1.086412978105145,-0.7231622452071265,1.5816524222420916,-0.2367160560995698,0.4876503951767019,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3927,-1.5873665968787773,-0.5543643291268371,1.2958470181483541,-1.0981124782706408,-0.5587220987302997,1.1422750079861637,-0.2655904096756898,-1.163494460976838,1.086412978105145,0.6617088177213922,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2631,-1.094326646882556,-1.2281307817026517,0.015533935220382513,-1.2382764570337155,-1.0072572516273302,-0.40065936263529717,-0.48749837545234215,-1.6058023738666454,2.013284000083501,0.20008513007855266,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4734,-0.02607342189074352,-0.7657146327640749,0.23748323429463758,-0.8718150926696727,-0.08106128655424101,0.4724668292932861,0.10960942998766499,1.3106654267505211,-0.37009862786084274,-0.2615385575642869,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8522,2.256103922409947,0.44960986124115915,0.8619976336107009,-0.3601138692565378,1.1436726861288846,1.0493956051658906,-0.183813899167245,-0.07845786216902968,-1.5617899418330146,2.5082035682927506,1.5816524222420916,3.557673947739141,-2.050649419934636,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4790,0.7508380144669383,-0.047942974436652984,-0.3550146515112786,0.33147227829443027,1.4975494463690742,-0.4485028039705027,0.1856442459800494,1.2761101210560049,-0.7673290658515667,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3443,0.8106004326482981,-1.2046581254036017,0.11354244990341636,-1.2341363731586603,0.11553691357919764,-0.25712903862968056,0.2713717244970705,1.8151728898904578,0.2919521021236971,-0.2615385575642869,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7294,-0.7469575912034007,0.8052663927210171,-0.6738301863912863,2.0484842204170053,-1.3057952592373665,-0.7355468395428183,-0.38838308447460596,-0.8905075459901601,0.821592686111329,0.20008513007855266,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7124,-1.6321884105147977,-0.25456982773034476,-0.028175801786348837,-0.22379433755717168,-0.695612697341731,-0.6992655631969541,-0.23799048207621123,0.03211911605342198,0.689182540114421,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4668,2.1814008996832466,2.8252643916803413,0.3646126532077266,1.9930575226871752,1.22231196618226,0.2452270953899776,0.5889840736181559,0.951290247527553,-1.0321493578453826,0.6617088177213922,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,-0.4145291400695847,-0.7455676710946643,-1.448168158917174,0.40542795615186894,-1.208224300652623,-0.9747806586577636,-0.38542696452574315,0.26709519477613225,0.4243622481206051,-0.7231622452071265,1.5816524222420916,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1633,0.2951495758340666,-0.5611603138047961,1.3728618565718569,-1.121866924631796,-0.22814586591333216,1.4421271318979536,0.7092754161526496,0.13232950256751913,-1.0321493578453826,0.6617088177213922,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3143,0.4557610746964719,-0.14631605761193273,1.3089818163836497,-0.9161933136832265,0.32524166038819885,1.3695479667673078,0.2977778344248929,1.6804071976818444,-0.5025087738577507,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8098,-1.325906017335327,-0.010107173215391375,-0.7184557759003867,0.8611034388544508,-1.7514178462064944,-1.5967287836961266,-0.4711544430427642,-0.5898763864478693,0.4243622481206051,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,-2.050649419934636,0.0,0.0,0.0,0.0,0.0,0.0,1.0
951,-0.10451159575377887,-0.05194344768679903,0.6420596724349378,-0.5318017138614031,-0.7524077329358354,0.9269961344166565,0.007339049449123273,1.566374688889941,-0.6349189198546586,-0.7231622452071265,-0.29982884762577144,3.557673947739141,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5383,-1.3669926798350116,-0.9876204019649512,0.11354244990341636,-1.0285449416388845,-1.416472764497673,-0.376754254406612,-0.37780927081136595,-0.7557418537815471,0.821592686111329,1.1233325053642318,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8652,0.25032776219804725,-1.2238411176151456,-0.9620029620837156,-0.9755833457256416,1.3140577929111978,-1.4053716306746133,-0.1525188216316879,-0.1372018818497073,-1.1645595038422905,2.96982725593559,-0.29982884762577144,-0.2367160560995698,-2.050649419934636,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8756,-0.6012866968863353,-1.36342389511422,-2.256265694797251,-0.8472278098486432,-1.2271559791839912,-0.5441896866409137,-0.4587614786417625,-1.291349092046548,-0.6349189198546586,1.1233325053642318,-0.29982884762577144,-0.2367160560995698,-2.050649419934636,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3959,-0.3697073264335643,0.5230643339305892,0.45520910001923753,0.03335320395342346,0.3907743937660119,0.4007182797293956,-0.460893295912577,-1.0390953604765798,0.821592686111329,0.20008513007855266,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,0.0,0.0,1.0,0.0,0.0
931,-0.69466547529471,-0.6445918703831448,-0.7184557759003867,-0.14060120039865134,-0.44513202754209047,-0.8551720553197497,-0.30782881586809474,0.951290247527553,-0.37009862786084274,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4964,0.36238229628809765,0.9483194602684112,-0.546851702107486,1.982002123219065,1.4247352981715042,0.17344532094825152,-0.06525643467968038,0.3189281533179065,-0.37009862786084274,-0.2615385575642869,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4981,-0.02607342189074352,0.38989195332632737,-0.546851702107486,1.1885369899431022,1.0533831423638977,-0.42459769574181755,-0.21019158486478992,0.8821796361385206,-0.1052783358670268,0.20008513007855266,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7534,-0.47055640711460983,-1.3467472234931288,-1.2484817746684487,-1.1341520488254355,-0.27911576965163104,-0.5441730742019961,-0.23804733053676627,-0.1717571875442235,-0.6349189198546586,-0.2615385575642869,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76,-0.38464793097890476,0.9097606819537495,-0.546851702107486,1.9272142666144751,0.12718717729080883,0.3165769496094081,-0.3029682724906377,-0.4343775108225466,0.027131810129881168,0.6617088177213922,-0.29982884762577144,3.557673947739141,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6959,-1.2362623900632868,0.30149595403996593,0.7739366019143187,-0.3876487735655294,-0.9373556693576629,-0.4708131308213477,0.21986701923419175,-0.0542691481828685,1.086412978105145,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
819,0.0150132406089412,-0.4148297501006562,-1.1277797246069787,0.7279276436669327,0.026703652778162456,0.6813831897903503,-0.09535769454358134,-0.29270075747503016,-1.1645595038422905,-0.7231622452071265,1.5816524222420916,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4589,-0.15680371166246895,0.54003019638904,0.0011715288186213973,0.5590147268910002,-0.11018694583326913,0.4007182797293956,-0.17784481080896433,-0.4274664496836433,0.2919521021236971,-0.2615385575642869,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
528,-1.5873665968787773,-0.62989133615068,0.11354244990341636,-0.6896820491805731,-0.4087249534433055,0.7352402861702921,-0.3381858938044935,-0.033535964766158735,1.3512332700989609,-0.2615385575642869,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
746,-1.3520520752896719,-0.3165530638711629,-0.05565048105464446,-0.26640682063696725,-0.26892178890397145,-0.47242452463810547,-0.3282658374376366,0.7197696993742944,0.556772394117513,-0.2615385575642869,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4717,1.6622148917326807,1.8861171473538694,0.12716666593038609,1.666631470752478,1.210661702470649,0.5083660227336081,0.3172200079347213,1.186266326250263,-1.0321493578453826,-0.7231622452071265,1.5816524222420916,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4608,-0.02607342189074352,-0.09161079087800703,0.14017053036997068,-0.201978573613464,1.0402765956883353,-0.23320731796207778,0.6710732506596534,1.0376785117638434,-0.23768848186393476,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4883,-1.2362623900632868,-0.004757142724232041,0.4769835742925216,-0.3876365947657788,0.001946842390988704,0.28110967639138174,0.5397533067774792,-0.01625831191890064,0.689182540114421,-0.2615385575642869,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2919,-1.5873665968787773,-0.62989133615068,0.5820995513181142,-0.9042906471709425,-0.7101755269812449,-0.6040106007488383,-0.13409992041185048,-0.5898763864478693,1.2188231241020528,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2888,0.8106004326482981,-0.4423510781227457,-1.0154088035221838,0.524051597343275,-0.22523329998542943,-1.345583941444524,-0.30069433406843554,0.3120170921790032,-0.37009862786084274,0.20008513007855266,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1084,-1.5873665968787773,-0.40331031507915105,0.11354244990341636,-0.4750506213381424,-1.1164784739236848,1.309727052659383,1.755571332668414,-0.7142754869481277,1.7484637080896848,2.5082035682927506,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4805,-1.2362623900632868,1.2203034428054538,0.5820995513181142,0.4101727607403127,-1.0567708724016776,0.9628787154180607,0.02112480113372381,-1.0321842993376766,1.7484637080896848,0.6617088177213922,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4815,0.23165200651637222,-0.5229389248003881,-0.18328027912829684,-0.39651304421497796,1.3417271692262747,-0.08969360639537895,0.3238428535893851,0.7992469024716815,-0.5025087738577507,-0.2615385575642869,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6654,-0.15680371166246895,2.2967199379321204,0.4769835742925216,1.356443506139552,-1.3538525970477628,-0.053794412955057005,-0.3042189386228489,-1.581613659880484,2.5429245840711325,-0.2615385575642869,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2640,0.9301252690110187,1.1272803901213333,-0.04616117677269344,1.2347372191242927,-0.5092084779559519,1.2140567824278898,0.007509594830788434,0.8649019832912624,-0.7673290658515667,-0.2615385575642869,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2971,1.2812294758265093,0.23527125228453497,0.11354244990341636,0.12985297097931445,0.2611652099743374,0.36483569872799143,0.19837830114438143,0.4917046817904875,-0.8997392118484746,0.6617088177213922,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8449,0.7209568053762584,-1.205766690280148,0.5820995513181142,-1.3134189665948015,0.3237853774242475,0.2571713432848612,0.11392991298984907,1.0722338174583597,-1.6942000878299224,-0.2615385575642869,-0.29982884762577144,-0.2367160560995698,-2.050649419934636,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9525,0.32129563378841186,-0.8855360363768853,-1.0372713107803915,-0.29891630152713994,-1.4965683275149997,-0.01789521951473507,-0.4464537869315934,-0.41364432740583684,-0.7673290658515667,1.1233325053642318,-0.29982884762577144,-0.2367160560995698,-2.050649419934636,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4075,0.493112586059822,1.4927694100714297,0.5616120850810519,0.6309838557560871,-0.2834846185434854,-0.043428333999095806,-0.3034799086356332,-0.1441129429886104,-0.1052783358670268,-0.2615385575642869,1.5816524222420916,-0.2367160560995698,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9202,2.958312336040928,-1.2667859569630997,-0.5880876226575464,-1.1556106266073873,0.6834872695202429,-1.1422493157699005,-0.44508942387827205,-0.3134339408917399,-0.8997392118484746,3.8930746312212694,-0.29982884762577144,-0.2367160560995698,-2.050649419934636,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8127,-0.31368005938853966,-0.8218176552119073,-1.0154088035221838,-0.19485639264067167,0.18252592992096206,-0.6043760712154631,-0.46410523393393754,0.0010193409283574552,-0.8997392118484746,3.4314509435784295,-0.29982884762577144,-0.2367160560995698,-2.050649419934636,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4986,-0.15680371166246895,-0.38624805567491344,0.3645195874397584,-0.6144388898467266,1.5587133308550327,0.19736704161585428,0.40684160599976354,0.6057371905823911,-0.1052783358670268,0.6617088177213922,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5097,0.23165200651637222,0.40917134248365805,0.3646126532077266,0.031339186826691234,1.4334729959552126,-0.19732473696067362,-0.11118999080816382,0.6817588631103263,-0.37009862786084274,0.20008513007855266,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8576,-0.57514063893199,-1.253242186080075,1.282711356684903,-1.4174050934654785,-0.15678800067971363,0.14954021271956652,-0.037485961698536616,0.5711818848878746,-0.7673290658515667,2.046579880649911,-0.29982884762577144,-0.2367160560995698,-2.050649419934636,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4614,0.23165200651637222,-0.23924271335026684,-1.0154088035221838,0.9088449759527443,-0.45241344236184755,-0.5661345430251339,-0.28170694824304754,0.1737958694009384,-0.5025087738577507,-0.7231622452071265,-0.29982884762577144,3.557673947739141,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6662,-0.02607342189074352,-0.9743658219192863,-1.261793909284846,-0.3100531033813801,-1.3378334844442974,-0.4126036105301809,-0.43650530633445894,0.5435376403322617,-0.1052783358670268,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2361,1.0459149542374035,1.8080356212666804,0.6231512296617973,0.7685907536992701,0.5698971983320337,0.6758180674068275,-0.14282615910705124,1.5352749137648762,-0.37009862786084274,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5755,0.8815683042386637,0.6240401346421086,-0.5632209999683548,1.5522397936187589,1.2761944358484618,-0.8551720553197497,-0.08955915156696585,0.8649019832912624,-0.8997392118484746,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3783,-0.9785369616561711,-0.4532921314695309,-0.3550146515112786,-0.18048980175357435,1.742204984312909,-0.0418501650601734,-0.20152219463014423,0.3258392144568096,0.4243622481206051,-0.7231622452071265,-0.29982884762577144,-0.2367160560995698,0.4876503951767019,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5289,0.10465686788098139,1.68994936267803,-0.15115739310667325,2.0470949260920124,0.1621379684256424,-0.32809680994356877,-0.28824452120687877,-0.24086779893325588,0.15954195612678915,-0.2615385575642869,1.5816524222420916,-0.2367160560995698,0.4876503951767019,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7878,-1.325906017335327,-0.7730889991167539,-1.1266446610141188,-0.0003623202236401362,-1.5766638905323265,-1.4651759323436204,-0.4645884458486555,0.16688480826203533,0.2919521021236971,0.20008513007855266,-0.29982884762577144,-0.2367160560995698,-2.050649419934636,1.0,0.0,0.0,0.0,0.0,0.0,0.0
